City,State,Country,Property Type Cleaned,Sub-Area Cleaned,Company Name Cleaned,TownShip Cleaned,Description Cleaned,ClubHouse Cleaned,School Cleaned,Hospital Cleaned,Mall Cleaned,Park Cleaned,Pool Cleaned,Gym Cleaned,Area Cleaned,Price Cleaned,Description Processed,Noun_Counts,Verb_Counts,Adjective_Counts,Price by sub-area,Amenities score,Price by Amenities score
pune,maharashtra,india,2.0,kiwale,unique properties,k ville,"located in the prime locality of kiwale, this residential property is the perfect abode for those who prefer a home away from the madding crowds, and yet want to be connected to the trappings of modern living. the pristine pashan lake is virtually your neighbour, and coming home to the soft murmurs of its lapping waters is a luxury not many are privy too.",1,0,0,0,1,1,0,740.0,58.32,located prime locality kiwale residential property perfect abode prefer home away madding crowds yet want connected trappings modern living pristine pashan lake virtually neighbour coming home soft murmurs lapping waters luxury many privy,12,11,7,69.665,3,69.04065217391305
pune,maharashtra,india,2.5,kiwale,unique properties,k ville,"a perfect blend of luxury, convenience and connectivity, k ville features an environment that revolves around your lifestyle, not the other way round. being located amidst the city's top social infrastructure this address offers unmatched connectivity to various landmarks.",1,0,0,0,1,1,0,847.0,69.38,perfect blend luxury convenience connectivity ville features environment revolves around lifestyle way round located amidst citys top social infrastructure address offers unmatched connectivity various landmarks,14,2,8,69.665,3,69.04065217391305
pune,maharashtra,india,2.5,kiwale,unique properties,k ville,"a project of 2 & 3 bhk residences, every feature here has been thoughtfully planned keeping you and loved ones in mind. we at unique believe that the key to true happiness lies in spending quality time with your near and dear ones. even the amenities, spread across 37,000 sq.ft. will leave you with plenty of avenues to discover the fun side of life.",1,0,0,0,1,1,0,936.0,75.03,project bhk residences every feature thoughtfully planned keeping loved ones mind unique believe key true happiness lies spending quality time near dear ones even amenities spread across 000 sqft leave plenty avenues discover fun side life,15,9,5,69.665,3,69.04065217391305
pune,maharashtra,india,3.0,kiwale,unique properties,k ville,"located in the beautiful, upscale locale of kiwale that stands out as a true symbol of tasteful luxurious living. this lavish and thoughtfully designed multi-storied project consists of 154 units of apartments. each home features dedicated 
wardrobe niches in master bedroom, branded bathroom fittings, space-efficient for modular kitchen, and large living space.",1,0,0,0,1,1,0,990.0,79.02,located beautiful upscale locale kiwale stands true symbol tasteful luxurious living lavish thoughtfully designed multistoried project consists 154 units apartments home features dedicated wardrobe niches master bedroom branded bathroom fittings spaceefficient modular kitchen large living space,16,9,9,69.665,3,69.04065217391305
pune,maharashtra,india,3.0,kiwale,unique properties,k ville,"offering configurations for flats in kiwale, the project is located away from the hustle and bustle of city life. gear up to calmer and peaceful environs own home at happycity k villenow!",1,0,0,0,1,1,0,1032.0,82.1,offering configurations flats kiwale project located away hustle bustle city life gear calmer peaceful environs home happycity villenow,9,5,3,69.665,3,69.04065217391305
pune,maharashtra,india,3.0,kayani nagar,sagitarius ecospaces llp,bluegrass residences,"the project boasts 3 elegant towers of 12 stories, offering 2,3 & 4 bedroom apartment in model colony, kalyani nagar, pune. with the quality specification, pleasing design, and great community living in form of amenities like a well-equipped clubhouse, children's play area, and senior citizen area.",1,0,0,0,1,1,1,1662.9,190.29999999999987,project boasts elegant towers stories offering bedroom apartment model colony kalyani nagar pune quality specification pleasing design great community living form amenities like wellequipped clubhouse childrens play area senior citizen area,19,7,4,190.29999999999987,4,98.58288659793813
pune,maharashtra,india,4.0,kayani nagar,sagitarius ecospaces llp,bluegrass residences,"the project boasts 3 elegant towers of 12 stories, offering 2,3 & 4 bedroom apartment in kalyani nagar, pune. with the quality specification, pleasing design, and great community living in form of amenities like a well-equipped clubhouse, children's play area, and senior citizen area.",1,0,0,0,1,1,1,1662.9,190.29999999999987,project boasts elegant towers stories offering bedroom apartment kalyani nagar pune quality specification pleasing design great community living form amenities like wellequipped clubhouse childrens play area senior citizen area,17,7,4,190.29999999999987,4,98.58288659793813
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,"brookefield willows is offering residential 2 bhk and office spaces at affordable pricing. a great strategic location in pisoli, the highway & expressway has great connectivity.",1,0,0,0,1,1,1,670.0,45.75,brookefield willows offering residential bhk office spaces affordable pricing great strategic location pisoli highway expressway great connectivity,8,2,5,95.99833333333329,4,98.58288659793813
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,"the project offers elegant bhk homes that spell sophistication in its truest sense. here every day you'll be mesmerised by the scenic setting of the meandering indrayani river, rollicking hills.",1,0,0,0,1,1,1,725.0,49.34,project offers elegant bhk homes spell sophistication truest sense every day youll mesmerised scenic setting meandering indrayani river rollicking hills,9,6,4,95.99833333333329,4,98.58288659793813
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,the project offers elegant 1 & 2 bhk homes that spell sophistication in its truest sense. with temples nearby to visit and spend your eveing,1,0,0,0,1,1,1,731.0,49.74,project offers elegant bhk homes spell sophistication truest sense temples nearby visit spend eveing,6,5,2,95.99833333333329,4,98.58288659793813
pune,maharashtra,india,2.0,pisoli,nirman developers,brookefield willows,the project offers elegant 1 & 2 bhk homes that spell sophistication in its truest sense. gear up to calmer and peaceful environs own home at happycity brookfield willows,1,0,0,0,1,1,1,744.0,50.56,project offers elegant bhk homes spell sophistication truest sense gear calmer peaceful environs home happycity brookfield willows,11,4,2,95.99833333333329,4,98.58288659793813
pune,maharashtra,india,3.0,pisoli,nirman developers,brookefield willows,the project offers elegant 1 & 2 bhk homes that spell sophistication in its truest sense. being located amidst the city's top social infrastructure this address offers unmatched connectivity to various landmarks.,1,0,0,0,1,1,1,923.0,190.29999999999987,project offers elegant bhk homes spell sophistication truest sense located amidst citys top social infrastructure address offers unmatched connectivity various landmarks,11,3,7,95.99833333333329,4,98.58288659793813
pune,maharashtra,india,3.0,pisoli,nirman developers,brookefield willows,"the project offers elegant 1 & 2 bhk homes that spell sophistication in its truest sense. here, discover various unique avenues catering to the needs of every age group within a vibrant community of like-minded residents.",1,0,0,0,1,1,1,930.0,190.29999999999987,project offers elegant bhk homes spell sophistication truest sense discover various unique avenues catering needs every age group within vibrant community likeminded residents,12,4,5,95.99833333333329,4,98.58288659793813
pune,maharashtra,india,1.0,manjri,jhala group,tranquility annexe,"at tranquility annexe, we're creating homes that honor your need for space and celebrate it. we bring you spacious apartments, equipped with all the trending amenities and high end specifications.",1,0,0,0,1,1,1,446.0,36.0,tranquility annexe creating homes honor need space celebrate bring spacious apartments equipped trending amenities high end specifications,9,5,3,64.9,4,98.58288659793813
pune,maharashtra,india,2.0,manjri,jhala group,tranquility annexe,"at tranquility annexe, happiness isn't confined to small spaces. it runs freely amidst the big balconies, leaps forward in the open areas and stares joyfully at the vast skies. so, leave behind all your compromises , space crunches and small dreams.",1,0,0,0,1,1,1,670.0,55.0,tranquility annexe happiness isnt confined small spaces runs freely amidst big balconies leaps forward open areas stares joyfully vast skies leave behind compromises space crunches small dreams,12,5,6,64.9,4,98.58288659793813
pune,maharashtra,india,2.5,manjri,jhala group,tranquility annexe,"the project boasts 3 elegant towers of 12 stories, offering 2,3 & 4 bedroom apartment in manjri, pune. ammenities like,tennis court and multi purpose hall are available.",1,0,0,0,1,1,1,792.0,65.5,project boasts elegant towers stories offering bedroom apartment manjri pune ammenities like tennis court multi purpose hall available,10,3,3,64.9,4,98.58288659793813
pune,maharashtra,india,2.0,mahalunge,jhala group,mahalunge riviera,"at mahalunge riviera .we bring you spacious apartments, equipped with all the trending amenities and high end specifications.",1,0,0,0,1,1,1,1180.0,68.0,mahalunge riviera bring spacious apartments equipped trending amenities high end specifications,6,3,2,73.55555555555556,4,98.58288659793813
pune,maharashtra,india,2.0,mahalunge,jhala group,mahalunge riviera,"at mahalunge riviera , we're creating homes that honor your need for space and celebrate it. with temples nearby to visit and spend your eveing",1,0,0,0,1,1,1,860.0,65.0,mahalunge riviera creating homes honor need space celebrate temples nearby visit spend eveing,6,5,1,73.55555555555556,4,98.58288659793813
pune,maharashtra,india,3.0,mahalunge,jhala group,mahalunge riviera,"at mahalunge riviera , we're creating homes that honor your need for space and celebrate it. here, discover various unique lifestyle avenues catering to the needs of every age group within a vibrant of like-minded residents.",1,0,0,0,1,1,1,988.0,92.0,mahalunge riviera creating homes honor need space celebrate discover various unique lifestyle avenues catering needs every age group within vibrant likeminded residents,11,5,3,73.55555555555556,4,98.58288659793813
pune,maharashtra,india,3.0,mahalunge,jhala group,mahalunge riviera,"at mahalunge riviera , we're creating homes that honor your need for space and celebrate it. even the amenities, spread 37,000 sq.ft. will leave you with plenty of avenues to discover the fun side of life.",1,0,0,0,1,1,1,1093.0,92.0,mahalunge riviera creating homes honor need space celebrate even amenities spread 000 sqft leave plenty avenues discover fun side life,10,6,2,73.55555555555556,4,98.58288659793813
pune,maharashtra,india,1.0,handewadi,jhala group,simplicity,"simplicity is situated at the entrance of pune and has close access to old and new highway. simplicity is an endeavor which boasts of high quality product in its class, cn heights la a p+12 story residential building of three towers and spread on 7 acres of land and 144 units of 2 and 3 bhk in total",1,0,0,0,1,0,1,456.0,36.0,simplicity situated entrance pune close access old new highway simplicity endeavor boasts high quality product class heights p+12 story residential building three towers spread acres land 144 units bhk total,16,6,6,46.408181818181816,3,69.04065217391305
pune,maharashtra,india,2.0,handewadi,jhala group,simplicity,"simplicity is situated at the entrance of pune and has close access to old and new highway. simplicity is an endeavor which boasts of high quality product in its class, cn heights la a p+12 story residential building of three towers and spread on 7 acres of land and 144 units. also come with temples and religious plces nearby",1,0,0,0,1,0,1,644.0,47.3,simplicity situated entrance pune close access old new highway simplicity endeavor boasts high quality product class heights p+12 story residential building three towers spread acres land 144 units also come temples religious plces nearby,18,6,6,46.408181818181816,3,69.04065217391305
pune,maharashtra,india,2.5,handewadi,jhala group,simplicity,simplicity is situated at the entrance of pune and has close access to old and new highway. cn heights has p+12 story residential of three towers and spread on 7 acres of land and 144 units of 2 and 3 bhk in total .,1,0,0,0,1,0,1,785.0,55.22,simplicity situated entrance pune close access old new highway heights p+12 story residential three towers spread acres land 144 units bhk total,10,5,5,46.408181818181816,3,69.04065217391305
pune,maharashtra,india,3.0,koregoan,shroff developers,aureta,"come claim your dream welcome to a space that is right sized to accommodate all your dreams, ideas and activities. we have enhanced the size with meticulous planning and utmost space optimization.aureta has an extra edge in space and style so that you can explore your dream decor.",0,0,0,0,1,1,1,1060.0,136.0,come claim dream welcome space right sized accommodate dreams ideas activities enhanced size meticulous planning utmost space optimizationaureta extra edge space style explore dream decor,13,5,6,139.5,3,69.04065217391305
pune,maharashtra,india,3.5,koregoan,shroff developers,aureta,avani is an excellent combination of cool connectivity and hot lifestyle.this rare residential opportunity has in store appreciation and much more.,0,0,0,0,1,1,1,421.5,143.0,avani excellent combination cool connectivity hot lifestylethis rare residential opportunity store appreciation much,6,0,6,139.5,3,69.04065217391305
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,"fired by the desire to create thoughtfully designed homes that value innovation, unique properties in pune - unique legacy royale incorporates contemporary designs, lifestyle features and community amenities that appeal to everyone.",0,0,0,0,1,0,1,664.0,47.59,fired desire create thoughtfully designed homes value innovation unique properties pune unique legacy royale incorporates contemporary designs lifestyle features community amenities appeal everyone,13,5,4,47.804,2,81.48103448275862
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,"it offers a childrens play area, landscaped gardens and a host of other extravagant amenities. with its earthquake-resistant framed structure, top-quality paint and woodwork, generator backup, premium quality modular switches, etc. it is quite literally, a dream seen with open eyes. step into the arcus of life",0,0,0,0,1,0,1,670.0,47.7,offers childrens play area landscaped gardens host extravagant amenities earthquakeresistant framed structure topquality paint woodwork generator backup premium quality modular switches etc quite literally dream seen open eyes step arcus life,18,7,3,47.804,2,81.48103448275862
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,"elevation that stands out. sets you apart. experience the architecture and the smartly sketched project layout.unique legacy royale is a property masterpiece that would stand out. its a cluster of upscale homes, complemented well by good set of amenities.",0,0,0,0,1,0,1,673.0,47.8,elevation stands sets apart experience architecture smartly sketched project layoutunique legacy royale property masterpiece would stand cluster upscale homes complemented well good set amenities,11,5,4,47.804,2,81.48103448275862
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,"the outer row of shops in the frontal area will definitely add a lot of value. its a convenient shopping at your doorstep! as desired by you, a home here would up your status & set you distinctively apart in your social acquaitances.",0,0,0,0,1,0,1,682.0,47.91,outer row shops frontal area definitely add lot value convenient shopping doorstep desired home would status set distinctively apart social acquaitances,11,4,3,47.804,2,81.48103448275862
pune,maharashtra,india,2.0,mundhwa,unique properties,unique legacy royale,unique legacy royale is in the heart of the city. its your forever. from the landscaped ground to the amenities spaces on zero level to the recreational and leisure zones on the terrace level there are myriad routes to explore en route to never ending delight.,0,0,0,0,1,0,1,698.0,48.02,unique legacy royale heart city forever landscaped ground amenities spaces zero level recreational leisure zones terrace level myriad routes explore route never ending delight,13,4,3,47.804,2,81.48103448275862
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,"feel the stresses of daily life fall away as you enter your home. attractive elevation at the main gate, 2 automatic elevators, 3 level security, digital locking system for main door, video door phone and intercom facility, invertor backup for each flat.",1,0,0,0,1,1,1,1239.0,161.0,feel stresses daily life fall away enter home attractive elevation main gate automatic elevators level security digital locking system main door video door phone intercom facility invertor backup flat,19,2,7,145.57499999999996,4,98.58288659793813
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,"in presidia there is a provision for piped gas by mngl, firefighting systems with emergency alarams, solar water systems, provision for common dish antenna.",1,0,0,0,1,1,1,1315.0,170.0,presidia provision piped gas mngl firefighting systems emergency alarams solar water systems provision common dish antenna,10,2,3,145.57499999999996,4,98.58288659793813
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,urban lifestyle comes with chaos - where everyone is trying to reach somewhere. presenting a new residential address in nibm to melt that chaos into calm.,1,0,0,0,1,1,1,1388.0,178.0,urban lifestyle comes chaos everyone trying reach somewhere presenting new residential address nibm melt chaos calm,6,5,4,145.57499999999996,4,98.58288659793813
pune,maharashtra,india,3.0,nibm,kundan spaces,presidia,"located amidst the greens of pune city, it's exactly where you wish to reach at the end of the day - a serene cocoon where the fun is complementary. be ready to unwind in the swamp of premium facilities and a posh lifestyle every day. accept the pass to breathe in peace.",1,0,0,0,1,1,1,1463.0,187.0,located amidst greens pune city exactly wish reach end day serene cocoon fun complementary ready unwind swamp premium facilities posh lifestyle every day accept pass breathe peace,14,4,6,145.57499999999996,4,98.58288659793813
pune,maharashtra,india,3.5,nibm,kundan spaces,presidia,its time to break the monotony with presidia. presidia is for the ones who dare to dream and have the motivation to achieve it! we believe that individuals with big aspirations have a greater chance of success as compared to those who do not dream at all.,1,0,0,0,1,1,1,1662.9,190.29999999999987,time break monotony presidia presidia ones dare dream motivation achieve believe individuals big aspirations greater chance success compared dream,11,4,4,145.57499999999996,4,98.58288659793813
pune,maharashtra,india,3.5,nibm,kundan spaces,presidia,"with our experience and knowledge, we have created homes that will never let you stop dreaming! with kundan spaces we have created a complex that boasts of the highest standards of quality, precision engineering and an unbreakable promise of a comfortable and happy lifestyle.",1,0,0,0,1,1,1,1662.9,190.29999999999987,experience knowledge created homes never let stop dreaming kundan spaces created complex boasts highest standards quality precision engineering unbreakable promise comfortable happy lifestyle,11,5,6,145.57499999999996,4,98.58288659793813
pune,maharashtra,india,1.0,bt kawade rd,kundan spaces,eternia 2.0,"eternia 2.0 has been designed taking into consideration the demands of modern nuclear families. in addition to that, the keshavnagar area is one that is rapidly developing; it can offer you ease of conveyance; it is near to kharadi, magarpatta city, koregaon park, viman nagar and hadapsar.",1,0,0,0,1,1,1,575.0,65.0,eternia designed taking consideration demands modern nuclear families addition keshavnagar area one rapidly developing offer ease conveyance near kharadi magarpatta city koregaon park viman nagar hadapsar,16,4,3,106.049,4,98.58288659793813
pune,maharashtra,india,2.0,bt kawade rd,kundan spaces,eternia 2.0,"with eternia 2.0, you can rest assured that you have found the perfect safe haven for your family. with firefighting systems with emergency alarams, solar water systems, provision for commonantenna.",1,0,0,0,1,1,1,751.0,84.0,eternia rest assured found perfect safe family firefighting systems emergency alarams solar water systems provision commonantenna,9,3,3,106.049,4,98.58288659793813
pune,maharashtra,india,2.0,bt kawade rd,kundan spaces,eternia 2.0,"11 storeys of grandeur await you at bt kawade rd, a thriving urban set up teeming with modern conveniences easily accessible from the pune-mumbai expressway. a home in kundan spaces has all the hallmarks of a kool home; thoughtful design,",1,0,0,0,1,1,1,761.0,85.0,storeys grandeur await kawade thriving urban set teeming modern conveniences easily accessible punemumbai expressway home kundan spaces hallmarks kool home thoughtful design,10,6,4,106.049,4,98.58288659793813
pune,maharashtra,india,2.0,bt kawade rd,kundan spaces,eternia 2.0,"expensive green spaces, enriching facilities, extravagant amenities and much more. inspired by our pursuit to delight our customer, we have created eternia 2.0 - a home of your own that is an emblem of honour, pride and satisfaction.",1,0,0,0,1,1,1,871.0,96.0,expensive green spaces enriching facilities extravagant amenities much inspired pursuit delight customer created eternia home emblem honour pride satisfaction,9,4,4,106.049,4,98.58288659793813
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,"strategically located in bt kawade rd, pune's quaint, nature-loving and yet, well-connected suburb, eternia 2.0 - i welcomes you to experience the height of high living. standing 21 storeys tall, the project assures a healthier and happier life amidst greenery and incredible scenery.",1,0,0,0,1,1,1,1166.0,129.0,strategically located kawade punes quaint natureloving yet wellconnected suburb eternia welcomes experience height high living standing storeys tall project assures healthier happier life amidst greenery incredible scenery,13,5,5,106.049,4,98.58288659793813
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,"bid goodbye to pollution, traffic, long commutes, and city noises as you embrace a home that rises above the rest. it's the address where dreams come true, where families bond forever and where time is always your friend, never your enemy!",1,0,0,0,1,1,1,1206.0,133.0,bid goodbye pollution traffic long commutes city noises embrace home rises rest address dreams come true families bond forever time always friend never enemy,11,7,3,106.049,4,98.58288659793813
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,"booming with commercial and residential growth, infrastructural development and high appreciation, kundan spaces is the next big destination!",1,0,0,0,1,1,1,1272.0,139.0,booming commercial residential growth infrastructural development high appreciation kundan spaces next big destination,6,1,5,106.049,4,98.58288659793813
pune,maharashtra,india,3.0,bt kawade rd,kundan spaces,eternia 2.0,"as they say, we live only once. and how very true it is. so in this precious life, you need a home that gives you the much needed impetus to transcend limits and explore joy to the fullest. so welcome to eternia 2.0",1,0,0,0,1,1,1,1279.0,140.0,say live true precious life need home gives much needed impetus transcend limits explore joy fullest welcome eternia,6,5,5,106.049,4,98.58288659793813
pune,maharashtra,india,2.0,undri,venkatesh bhoomi construction,bliss solitaire,"welcome to bliss solitaire located at just the perfect hotspot of undri, it is a treasure of invigorating experiences. unlock it. own a spacious home here and embrace the inclusive one life.",0,0,0,0,1,0,0,646.0,43.2,welcome bliss solitaire located perfect hotspot undri treasure invigorating experiences unlock spacious home embrace inclusive one life,8,2,5,45.3,1,62.83238095238095
pune,maharashtra,india,2.0,undri,venkatesh bhoomi construction,bliss solitaire,"ever wondered how it would be to live in the midst of pristine purity of nature the refreshing bliss of waking up to a sunrise of clean, un-polluted air and the symphony of birdsong. bliss solitaire is situated at the entrance of pune and has close access to old and new highway.",0,0,0,0,1,0,0,717.0,47.4,ever wondered would live midst pristine purity nature refreshing bliss waking sunrise clean unpolluted air symphony birdsong bliss solitaire situated entrance pune close access old new highway,13,6,5,45.3,1,62.83238095238095
pune,maharashtra,india,1.0,handewadi,lush life,impero,"impero is an endeavor which boasts of high quality product in its class, cn heights la a p+12 story residential building of three towers and spread on 7 acres of land and 144 units of 2 and 3 bhk in total .",0,0,0,0,1,0,0,436.0,36.0,impero endeavor boasts high quality product class heights p+12 story residential building three towers spread acres land 144 units bhk total,11,5,3,46.408181818181816,1,62.83238095238095
pune,maharashtra,india,2.0,handewadi,lush life,impero,"impero enjoys the best of both world the active business, cultural and spiritual life that pune is known for, and easy access to its reputed schools and health facilities.",0,0,0,0,1,0,0,637.0,43.49,impero enjoys best world active business cultural spiritual life pune known easy access reputed schools health facilities,9,3,4,46.408181818181816,1,62.83238095238095
pune,maharashtra,india,2.0,handewadi,lush life,impero,"impero provides for ample space for common areas and amenities. the design allows for free flow without interference. the movement of vehicles are separate from walking areas, leaving away the fumes and noise of the vehicles.",0,0,0,0,1,0,0,642.0,43.83,impero provides ample space common areas amenities design allows free flow without interference movement vehicles separate walking areas leaving away fumes noise vehicles,10,5,5,46.408181818181816,1,62.83238095238095
pune,maharashtra,india,2.0,handewadi,lush life,impero,a grand entrance gate with security cabin and well paved entrance avenue with landscaping to welcome you.these exquisite homes come with lavish amenities and features that make your life the best it can be.,0,0,0,0,1,0,0,655.0,44.44,grand entrance gate security cabin well paved entrance avenue landscaping welcome youthese exquisite homes come lavish amenities features make life best,10,4,6,46.408181818181816,1,62.83238095238095
pune,maharashtra,india,2.0,handewadi,lush life,impero,"experience luxury in the lap of nature at impero. here, traffic noises are replaced with chirping birds, distressed evenings are replaced with refreshing dips in the pool, and hectic nights are replaced with a calm and serene environment.",0,0,0,0,1,0,0,668.0,45.52,experience luxury lap nature impero traffic noises replaced chirping birds distressed evenings replaced refreshing dips pool hectic nights replaced calm serene environment,11,6,4,46.408181818181816,1,62.83238095238095
pune,maharashtra,india,3.0,handewadi,lush life,impero,"located in the rapidly developing suburb of handewadi, impero promises to transform your life in countless ways. surrounded by lush greenery, open skies and luxurious amenities, your home at impero allows you to upgrade your life like never before.",0,0,0,0,1,0,0,810.0,54.0,located rapidly developing suburb handewadi impero promises transform life countless ways surrounded lush greenery open skies luxurious amenities home impero allows upgrade life like never,12,5,5,46.408181818181816,1,62.83238095238095
pune,maharashtra,india,2.0,karvanagar,maha anand pinnac associates,river dale residency,"river dale residency is a residential development in karvanagar, pune. the project is built by maha anand pinnac associates . they provide 2bhk, 3bhk apartments with all necessities and basic amenities",0,0,0,0,1,0,1,735.0,111.0,river dale residency residential development karvanagar pune project built maha anand pinnac associates provide 2bhk 3bhk apartments necessities basic amenities,13,2,3,135.8,2,81.48103448275862
pune,maharashtra,india,2.0,karvanagar,maha anand pinnac associates,river dale residency,"the project boasts 3 elegant towers of 12 stories, offering 2,3 & 4 bedroom apartment in karvanagar, pune. with the quality specification, pleasing design, and great community living",0,0,0,0,1,0,1,783.0,118.0,project boasts elegant towers stories offering bedroom apartment karvanagar pune quality specification pleasing design great community living,11,4,2,135.8,2,81.48103448275862
pune,maharashtra,india,2.0,karvanagar,maha anand pinnac associates,river dale residency,"with health, and transport facilities within 1 to 1.5 km vicinity, 'river dale residency' - a complete package of quality living with happiness and peace of mind.",0,0,0,0,1,0,1,805.0,121.0,health transport facilities within vicinity river dale residency complete package quality living happiness peace mind,10,1,3,135.8,2,81.48103448275862
pune,maharashtra,india,3.0,karvanagar,maha anand pinnac associates,river dale residency,"a modern day paradise, river dale residency is where nature unravels her pristine form. the project offers elegant 1 & 2 bhk homes that spell sophistication in its truest sense.",0,0,0,0,1,0,1,1074.0,162.0,modern day paradise river dale residency nature unravels pristine form project offers elegant bhk homes spell sophistication truest sense,12,3,4,135.8,2,81.48103448275862
pune,maharashtra,india,3.0,karvanagar,maha anand pinnac associates,river dale residency,"here every day you'll be mesmerised by the scenic setting of the meandering indrayani river, paceful environs and rollicking hills. eco-riendly in outlook yet exquisite in design, it is embellished with top notch amenities that make way for a top class lifestyle. luxurious living is now within yor reach.",0,0,0,0,1,0,1,1111.0,167.0,every day youll mesmerised scenic setting meandering indrayani river paceful environs rollicking hills ecoriendly outlook yet exquisite design embellished top notch amenities make way top class lifestyle luxurious living within yor reach,13,7,8,135.8,2,81.48103448275862
pune,maharashtra,india,1.0,nibm,vasupujya corporation,neco beaumont,"spaces which are well designed to give you the ultimate joy of living. this project is truly a space which gives you nothing but happiness, as this project is the right blend of affordability, affinity and amenities.",1,0,0,0,1,0,1,535.0,36.0,spaces well designed give ultimate joy living project truly space gives nothing happiness project right blend affordability affinity amenities,12,2,3,145.57499999999996,3,69.04065217391305
pune,maharashtra,india,2.0,nibm,vasupujya corporation,neco beaumont,"our 1 and 2 bhk flats have prices which will go easy on your pocket, affinity with all the happening and hot spots of the city and amenities which help you lead a comfortable life. thus making neco beaumont a project full of spaces filled with happiness",1,0,0,0,1,0,1,725.0,52.0,bhk flats prices easy pocket affinity happening hot spots city amenities help lead comfortable life thus making neco beaumont project full spaces filled happiness,13,5,5,145.57499999999996,3,69.04065217391305
pune,maharashtra,india,2.0,magarpatta,ace constructions,anutham,"anutham is a premium residential project strategically located in the beautiful, upscale locale ofmagarpatta that stands out as a true symbol of tasteful luxurious living.",1,0,0,0,1,0,0,810.0,79.0,anutham premium residential project strategically located beautiful upscale locale ofmagarpatta stands true symbol tasteful luxurious living,6,2,7,88.0,2,81.48103448275862
pune,maharashtra,india,3.0,magarpatta,ace constructions,anutham,"this lavish and thoughtfully designed multi-storied project consists of 154 units of 2 bhk and 3 bhk apartments. each home features dedicated wardrobe niches in master bedroom, branded bathroom fittings, space-efficient for modular kitchen, and large living space.",1,0,0,0,1,0,0,947.0,97.0,lavish thoughtfully designed multistoried project consists 154 units bhk bhk apartments home features dedicated wardrobe niches master bedroom branded bathroom fittings spaceefficient modular kitchen large living space,14,7,4,88.0,2,81.48103448275862
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,"""prime living in the heart of south pune experience that top-of-the-world feeling every time you're home. ensconced in comfort,wrapped in delight, with a prime location in the clean,refreshing ambiences of hinjewadi , surrounded by nature but surprisingly close to the central business district of mg road.",1,0,0,0,1,1,1,697.0,68.06,prime living heart south pune experience topoftheworld feeling every time youre home ensconced comfort wrapped delight prime location clean refreshing ambiences hinjewadi surrounded nature surprisingly close central business district road,14,5,8,87.52666666666667,4,98.58288659793813
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,"ensconced in the centrally-located area of koregaon park annexe, sensorium is easily accessible from pune's top it parks, public transport hubs and many more",1,0,0,0,1,1,1,711.0,68.41,ensconced centrallylocated area koregaon park annexe sensorium easily accessible punes top parks public transport hubs many,7,2,6,87.52666666666667,4,98.58288659793813
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,"a new home here, at sensorium , provides all the perks, comforts and conveniences of premier housing locations, without tugging too hard at your pocket.",1,0,0,0,1,1,1,792.0,78.0,new home sensorium provides perks comforts conveniences premier housing locations without tugging hard pocket,8,3,2,87.52666666666667,4,98.58288659793813
pune,maharashtra,india,3.0,hinjewadi,shapoorji paloonji,sensorium,"presenting sensorium - the kohinoor of hinjewadi . it's a premium residential address that houses 2, 3 bhks in north-eastern pune. built with a strategic view to lace your life with opulent everything, sensorium is a delight for families who wish to stay connected to the world.",1,0,0,0,1,1,1,980.0,98.87,presenting sensorium kohinoor hinjewadi premium residential address houses bhks northeastern pune built strategic view lace life opulent everything sensorium delight families wish stay connected world,15,6,4,87.52666666666667,4,98.58288659793813
pune,maharashtra,india,2.0,hinjewadi,shapoorji paloonji,sensorium,"thoughtfully located in one of the fastest growing corners of the city, it serves you premiumness on a platter of life-enriching amenities and basic requirements at sensorium,",1,0,0,0,1,1,1,1400.0,140.0,thoughtfully located one fastest growing corners city serves premiumness platter lifeenriching amenities basic requirements sensorium,6,4,3,87.52666666666667,4,98.58288659793813
pune,maharashtra,india,3.0,hinjewadi,shapoorji paloonji,sensorium,"the project is a perfect amalgamation of affordability and contemporary luxuries and located in hinjewadi. the location is just 3 km from hadapsar, and is renowned for the truly remarkable phursungi it park.",1,0,0,0,1,1,1,1662.9,177.0,project perfect amalgamation affordability contemporary luxuries located hinjewadi location hadapsar renowned truly remarkable phursungi park,8,2,4,87.52666666666667,4,98.58288659793813
